,證券代號,100張以下人數,100張以下比例,101-200張人數,101-200張比例,201-400張人數,201-400張比例,401-800張人數,401-800張比例,801-1000張人數,801-1000張比例,1000張以上人數,1000張以上比例
2295,6607,59,7.83,6,7.84,4,9.45,2,8.35,0,0.0,4,66.46
2296,6608,307,5.920000000000001,0,0.0,0,0.0,0,0.0,2,5.32,5,88.68
2297,6609,5432,30.150000000000002,26,4.9,9,3.84,5,3.61,1,1.11,3,56.32
2298,6610,1387,14.629999999999999,16,3.48,9,3.78,6,4.71,0,0.0,6,73.32
2299,6611,281,14.040000000000001,2,3.81,1,4.13,1,8.43,0,0.0,1,69.54
2300,6612,1786,24.56,12,4.57,7,5.69,13,20.03,1,2.76,6,42.31
2301,6613,3675,28.650000000000006,12,4.82,4,2.82,0,0.0,0,0.0,1,63.65
2302,6615,1965,40.970000000000006,13,8.47,2,2.53,5,11.69,0,0.0,5,36.27
2303,6616,854,15.120000000000001,12,6.1,1,0.7,2,4.27,1,3.12,7,70.61
2304,6617,4747,20.259999999999998,34,4.59,23,5.55,9,4.529999999999999,4,3.26,4,61.72
2305,6618,1266,30.36,16,5.37,10,6.65,11,16.939999999999998,2,4.98,6,35.61
2306,6620,1074,7.180000000000001,20,2.22,17,3.91,10,5.03,4,2.95,15,78.64
2307,6621,5298,58.03999999999999,15,5.8,7,5.79,5,8.690000000000001,0,0.0,2,21.6
2308,6622,876,17.39,13,6.25,17,16.0,5,10.09,0,0.0,6,50.21
2309,6624,955,29.47,9,6.91,10,15.78,4,10.53,2,10.56,3,26.67
2310,6625,3268,22.35,8,2.13,11,6.59,12,16.35,0,0.0,11,52.5
2311,6626,540,8.19,5,2.4,2,2.82,4,8.22,0,0.0,4,78.3
2312,6627,234,7.27,9,4.8,10,10.5,7,14.48,1,3.19,9,59.68
2313,6629,541,8.16,6,2.48,4,2.6,2,3.42,0,0.0,5,83.27
2314,6633,2361,25.94,16,5.46,10,7.43,7,9.879999999999999,1,2.05,8,49.19
2315,6634,2024,19.45,20,4.15,10,3.8,11,10.3,2,2.37,12,59.85
2316,6635,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2317,6637,279,7.070000000000001,2,1.45,0,0.0,3,7.869999999999999,1,4.63,5,78.92
2318,6638,1336,23.82,7,3.14,3,2.92,6,12.82,0,0.0,1,57.22
2319,6639,238,5.8500000000000005,22,7.65,9,5.78,5,5.67,3,5.67,8,69.3
2320,6640,1340,18.580000000000002,13,6.68,2,1.51,3,5.4,0,0.0,3,67.77
2321,6641,1700,18.51,7,2.74,17,12.36,2,2.4,1,2.49,11,61.44
2322,6642,1911,19.44,14,4.85,12,8.69,7,10.51,3,6.76,6,49.7
2323,6643,5252,33.01,13,5.22,12,10.59,5,7.890000000000001,1,2.91,3,40.3
2324,6645,3797,51.010000000000005,15,6.2,9,7.22,4,8.21,1,2.7,5,24.58
2325,6648,1700,33.599999999999994,13,5.31,11,9.9,4,7.2700000000000005,2,5.29,4,38.57
2326,6649,2466,27.459999999999997,11,4.81,14,12.25,9,14.32,0,0.0,7,41.08
2327,6650,305,11.06,9,5.05,6,8.59,4,9.68,1,4.03,6,61.51
2328,6651,3924,34.440000000000005,9,3.62,17,15.9,9,15.36,1,2.85,6,27.75
2329,6652,562,5.760000000000001,26,2.64,27,5.81,15,6.58,3,1.86,22,77.28
2330,6653,294,1.19,1,1.09,1,2.05,0,0.0,0,0.0,1,95.65
2331,6654,3162,22.5,14,5.28,9,6.99,1,1.27,0,0.0,5,63.89
2332,6655,1037,8.559999999999999,17,2.85,11,4.76,16,12.879999999999999,0,0.0,13,70.89
2333,6656,57,2.61,3,3.45,2,3.55,0,0.0,1,7.93,3,82.4
2334,6657,1635,25.93,39,8.99,20,9.87,5,5.11,2,3.11,5,46.94
2335,6658,403,7.35,6,2.7,4,4.07,3,5.4399999999999995,0,0.0,7,80.37
2336,6661,881,21.759999999999998,17,9.73,8,10.14,2,4.19,0,0.0,4,54.1
2337,6662,1219,28.890000000000004,20,10.65,10,9.92,3,5.51,0,0.0,8,44.96
2338,6664,3714,22.91,13,3.26,10,5.15,8,7.03,10,16.4,13,45.17
2339,6665,1976,22.71,18,5.48,4,2.48,3,4.47,4,7.64,4,57.15
2340,6666,1992,12.79,10,2.98,4,2.11,1,1.31,1,1.78,8,78.95
2341,6667,3069,29.689999999999998,14,5.08,7,4.95,6,8.89,0,0.0,5,51.32
2342,6668,7541,35.160000000000004,19,3.48,8,2.67,3,1.89,1,1.26,12,55.47
2343,6669,4286,10.73,79,6.58,54,8.67,35,10.77,0,0.0,17,63.18
2344,6670,2745,8.76,18,2.03,18,3.82,15,6.27,8,5.39,39,73.66
2345,6671,887,10.0,20,5.07,20,9.16,15,13.53,3,4.36,15,57.81
2346,6672,12236,54.26,24,4.76,26,9.95,5,3.55,1,1.39,9,26.02
2347,6673,379,13.89,8,4.39,8,8.37,0,0.0,1,3.5,4,69.79
2348,6674,1714,11.18,8,1.62,1,0.47,6,5.21,0,0.0,6,81.46
2349,6677,666,11.45,19,5.33,13,7.28,4,4.46,2,3.76,5,67.63
2350,6679,1972,20.7,41,14.03,18,12.5,12,14.959999999999999,4,8.16,7,29.57
2351,6680,540,16.21,7,5.52,4,4.93,2,6.390000000000001,2,9.24,6,57.64
2352,6681,8,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2353,6682,3911,26.5,45,5.38,25,6.37,12,5.5,2,1.61,12,54.58
2354,6683,5068,40.6,17,9.45,19,20.43,7,14.56,1,3.45,1,11.44
2355,6684,4536,49.80000000000001,9,5.14,5,6.22,8,19.25,0,0.0,1,19.53
2356,6688,172,13.3,11,8.93,3,3.83,6,19.08,2,9.47,5,45.33
2357,6689,1405,9.159999999999998,25,5.63,17,9.01,13,12.77,1,1.42,16,61.93
2358,6690,1988,29.599999999999998,2,1.73,0,0.0,1,4.08,0,0.0,1,64.53
2359,6691,1558,8.280000000000001,10,2.08,7,3.01,10,8.22,6,8.35,15,70.0
2360,6692,656,19.089999999999996,15,5.72,8,5.51,7,8.71,2,4.85,2,56.03
2361,6693,1303,19.96,29,10.29,11,8.15,8,9.53,0,0.0,9,51.99
2362,6695,2222,19.59,43,8.26,18,6.55,3,2.1500000000000004,3,3.71,11,59.64
2363,6696,2736,24.16,29,6.04,13,5.46,8,5.83,0,0.0,4,58.43
2364,6697,1077,21.62,6,2.46,2,2.3,2,3.19,0,0.0,3,70.36
2365,6698,10893,32.989999999999995,38,7.96,26,11.68,11,8.84,1,1.22,7,37.23
2366,6699,352,8.07,5,2.66,7,7.98,3,6.3,2,6.84,8,68.06
2367,6701,769,2.55,11,0.63,2,0.16,0,0.0,0,0.0,3,96.6
2368,6702,11288,13.07,210,4.12,91,3.47,48,3.63,6,0.72,45,74.91
2369,6703,5178,32.03,7,4.64,4,6.95,7,18.84,1,4.72,3,32.74
2370,6704,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2371,6705,125,6.92,9,8.2,9,16.51,2,5.67,0,0.0,5,62.64
2372,6706,11724,34.02,38,7.6,37,14.24,15,11.649999999999999,6,7.21,10,25.21
2373,6707,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2374,6708,1700,28.02,16,8.43,5,4.65,1,1.63,0,0.0,4,57.2
2375,6709,2109,23.290000000000003,24,6.58,18,10.13,9,9.88,2,3.36,6,46.7
2376,6712,7013,41.480000000000004,19,4.15,8,3.59,4,4.2700000000000005,1,1.5,4,44.95
2377,6713,852,24.82,9,4.82,11,10.03,10,19.72,1,2.77,4,37.76
2378,6715,1553,13.899999999999999,12,3.02,4,2.21,6,5.2700000000000005,1,1.51,10,74.0
2379,6716,1863,22.900000000000002,20,12.53,16,18.21,8,17.44,0,0.0,4,28.85
2380,6717,403,12.29,6,3.49,3,3.48,7,17.55,4,15.37,4,47.75
2381,6719,5211,25.189999999999998,30,6.27,19,7.18,9,7.84,1,1.37,9,52.07
2382,6720,559,18.4,10,7.3,10,14.23,8,23.84,0,0.0,4,36.16
2383,6721,441,16.52,11,7.95,9,13.05,8,22.31,0,0.0,2,40.11
2384,6723,425,19.48,8,5.81,6,9.07,2,5.43,2,8.43,2,51.7
2385,6724,1703,14.64,3,0.79,2,1.25,2,2.65,0,0.0,11,80.59
2386,6726,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2387,6727,2699,58.43,15,9.78,6,8.4,6,15.670000000000002,0,0.0,1,7.64
2388,6728,840,15.53,4,1.94,7,8.45,3,7.12,1,3.91,7,62.97
2389,6729,389,17.880000000000003,12,7.27,10,10.89,7,13.579999999999998,0,0.0,6,50.3
2390,6730,360,6.72,5,2.31,10,8.33,5,9.280000000000001,1,2.98,13,70.3
2391,6731,280,5.32,2,0.62,4,2.47,3,3.3,2,4.34,9,83.87
2392,6732,6067,27.950000000000003,16,4.54,11,6.46,2,2.17,0,0.0,6,58.8
2393,6733,4683,27.03,37,4.91,20,5.61,13,7.25,2,1.57,12,53.56
2394,6734,1361,19.59,27,7.41,14,7.29,2,2.1799999999999997,2,3.68,12,59.76
2395,6735,533,14.77,15,5.95,15,10.75,13,19.43,3,7.73,6,41.28
2396,6736,774,36.7,3,3.93,0,0.0,0,0.0,0,0.0,3,59.33
2397,6737,1580,13.019999999999998,10,2.27,6,2.94,2,1.83,3,4.69,19,75.16
2398,6738,326,21.41,19,13.19,14,17.71,6,15.899999999999999,0,0.0,2,31.71
2399,6739,239,10.850000000000001,5,4.74,1,2.0,1,2.31,0,0.0,1,80.04
2400,6741,5594,9.57,16,1.88,15,4.03,13,6.21,4,3.01,12,75.22
2401,6742,2254,25.67,36,8.48,17,8.0,6,6.1899999999999995,1,1.71,12,49.87
2402,6743,8937,25.619999999999997,55,5.04,14,2.59,14,5.26,3,1.76,13,59.68
2403,6744,222,8.049999999999999,5,4.95,8,18.31,6,19.77,2,11.79,3,37.06
2404,6747,1273,9.020000000000001,8,4.09,5,5.81,7,16.82,1,3.47,8,60.71
2405,6748,1441,33.14,21,7.51,11,9.15,5,7.07,0,0.0,8,43.06
2406,6749,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2407,6750,421,16.96,28,12.04,18,13.75,9,16.6,4,10.66,7,29.91
2408,6751,911,25.270000000000003,2,2.65,2,5.97,2,7.15,1,6.9,1,51.99
2409,6752,883,24.11,24,13.17,13,13.33,13,24.93,2,5.93,3,18.45
2410,6753,882,9.2,8,1.56,10,3.91,7,4.88,2,2.07,12,78.3
2411,6754,1295,11.15,11,2.38,3,1.25,3,2.76,0,0.0,6,82.39
2412,6755,1152,24.759999999999998,23,9.19,18,13.34,7,12.309999999999999,0,0.0,7,40.36
2413,6756,8513,25.570000000000004,27,5.42,15,6.05,5,3.59,0,0.0,2,59.31
2414,6757,3675,5.17,19,0.64,9,0.58,12,1.71,5,1.18,16,90.65
2415,6758,136,4.49,5,6.08,3,7.53,2,6.94,0,0.0,1,74.89
2416,6760,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2417,6761,3055,30.39,11,6.86,5,5.78,3,7.140000000000001,1,3.83,3,45.92
2418,6762,738,15.96,9,5.35,6,8.83,1,1.92,2,8.58,3,59.31
2419,6763,1910,15.330000000000002,3,2.99,10,17.15,2,8.29,4,24.49,1,31.68
2420,6764,347,10.940000000000001,19,8.24,6,5.42,10,15.920000000000002,1,2.81,3,56.6
2421,6767,1433,29.11,19,8.88,7,6.12,7,11.36,0,0.0,4,44.46
2422,6768,2082,6.17,37,2.85,13,1.91,11,3.24,1,0.49,13,85.26
2423,6770,368321,37.07,1511,5.85,685,5.33,322,4.98,61,1.55,160,45.14
2424,6771,634,21.31,24,11.49,22,18.06,14,27.04,0,0.0,4,22.03
2425,6772,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2426,6775,1026,11.07,27,4.77,11,3.42,4,2.56,2,2.16,10,75.96
2427,6776,4633,18.180000000000003,9,1.48,7,2.19,4,2.81,2,2.16,9,73.1
2428,6778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2429,6780,324,18.51,5,4.63,5,8.14,5,18.88,0,0.0,4,49.76
2430,6781,2144,8.84,16,2.61,15,4.87,5,3.2800000000000002,1,1.03,7,79.29
2431,6782,831,16.8,30,8.63,19,10.2,9,9.8,6,9.71,8,44.78
2432,6784,639,22.95,10,7.4,9,14.23,5,14.82,1,5.15,3,35.37
2433,6785,247,7.5,9,2.14,8,4.09,5,5.75,0,0.0,11,80.45
2434,6786,2197,40.69,14,8.64,9,10.37,4,8.55,0,0.0,5,31.67
2435,6787,1894,27.209999999999997,50,12.14,26,12.32,13,12.11,3,4.83,11,31.32
2436,6788,4330,49.040000000000006,16,6.17,14,11.75,8,14.63,0,0.0,4,18.35
2437,6789,8039,7.540000000000001,26,1.28,14,1.33,12,2.35,0,0.0,8,87.44
2438,6790,10995,11.78,21,1.11,14,1.57,9,2.1100000000000003,6,2.04,14,81.32
2439,6791,103,3.9399999999999995,1,0.81,1,1.21,3,9.219999999999999,2,9.1,4,75.65
2440,6792,6071,35.14,13,4.03,14,7.6,4,3.85,2,3.55,2,45.76
2441,6793,2530,21.14,30,6.25,19,8.02,6,5.050000000000001,4,5.4,13,54.1
2442,6794,264,5.93,9,3.67,6,4.92,9,12.74,6,13.76,8,58.9
2443,6796,750,16.43,21,10.34,11,11.02,5,10.16,0,0.0,4,51.98
2444,6797,3514,41.09,6,3.68,7,9.06,3,8.0,2,7.46,4,30.64
2445,6798,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2446,6799,2374,25.1,9,3.52,4,2.95,6,8.43,0,0.0,7,59.92
2447,6803,10461,30.340000000000003,9,1.78,8,2.97,2,1.5,0,0.0,3,63.34
2448,6804,183,8.06,6,3.06,2,1.85,2,4.24,0,0.0,1,82.75
2449,6805,3056,21.909999999999997,26,6.0,14,6.11,15,14.530000000000001,1,1.65,6,49.74
2450,6806,15084,24.790000000000003,38,3.67,20,3.6,5,1.9100000000000001,0,0.0,8,65.97
2451,6808,538,11.16,21,5.63,10,6.29,8,7.73,0,0.0,5,69.13
2452,6810,2605,49.339999999999996,16,7.13,17,15.33,5,9.84,1,2.79,3,15.51
2453,6811,217,2.73,1,0.32,1,0.82,0,0.0,0,0.0,1,96.06
2454,6812,1447,31.75,13,6.26,11,10.96,8,15.600000000000001,2,5.8,3,29.56
2455,6813,393,22.509999999999998,8,8.81,3,7.01,2,7.32,1,7.64,3,46.61
2456,6814,326,6.6499999999999995,8,3.09,8,6.71,1,2.33,2,6.08,4,75.07
2457,6815,1598,8.370000000000001,7,4.41,4,5.83,6,18.39,4,16.44,6,46.49
2458,6816,199,11.690000000000001,0,0.0,1,1.89,2,8.79,0,0.0,2,77.56
2459,6817,576,22.39,13,10.77,6,7.57,0,0.0,0,0.0,1,59.21
2460,6818,888,17.959999999999997,4,2.36,3,3.5,5,11.76,1,3.75,1,60.59
2461,6819,831,16.31,17,8.05,11,10.58,2,3.54,1,3.11,6,58.33
2462,6820,646,15.200000000000001,3,1.61,2,2.66,1,2.5,0,0.0,3,77.95
2463,6821,337,12.3,8,3.99,8,9.0,6,13.75,1,3.4,9,57.49
2464,6823,261,4.4,1,1.06,5,8.16,4,11.879999999999999,0,0.0,1,74.45
2465,6824,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2466,6825,61,4.59,0,0.0,1,2.73,0,0.0,0,0.0,1,92.63
2467,6826,537,5.82,2,0.47,3,1.51,4,4.6,2,2.88,6,84.65
2468,6827,375,7.41,11,2.67,7,3.52,8,8.29,3,4.64,4,73.4
2469,6829,1258,4.67,7,2.3,15,8.04,3,3.61,2,3.49,2,77.8
2470,6830,986,18.810000000000002,23,8.51,16,10.83,7,10.879999999999999,3,6.66,9,44.23
2471,6831,387,8.740000000000002,17,7.47,11,8.55,8,11.43,3,7.19,7,56.55
2472,6832,313,2.7,0,0.0,2,2.54,1,2.42,0,0.0,1,92.28
2473,6833,563,9.490000000000002,7,2.86,1,0.64,4,5.64,1,2.56,3,78.74
2474,6834,606,9.59,43,8.68,18,6.84,18,12.17,8,9.08,12,53.56
2475,6835,328,6.530000000000001,11,2.66,8,3.73,8,7.09,1,1.66,15,78.25
2476,6837,1062,24.019999999999996,17,7.93,14,13.47,6,10.15,1,2.97,9,41.38
2477,6838,779,5.8,16,2.31,15,4.19,11,6.26,1,0.81,11,80.55
2478,6839,488,7.16,22,4.95,22,10.41,10,8.85,0,0.0,20,68.56
2479,6840,139,7.1899999999999995,14,9.21,5,6.43,3,8.61,3,11.64,5,56.84
2480,6841,636,4.29,14,2.09,14,3.95,16,10.399999999999999,2,2.04,27,77.15
2481,6842,823,30.82,15,10.33,4,5.31,3,7.38,1,4.33,4,41.75
2482,6843,72,5.68,7,3.59,3,2.71,2,4.82,4,12.75,5,70.35
2483,6844,743,23.67,27,12.64,9,8.19,5,9.68,0,0.0,2,45.75
2484,6846,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2485,6847,206,12.07,1,1.11,5,10.9,5,19.93,4,27.55,3,28.37
2486,6848,144,12.5,10,13.04,10,24.74,4,17.43,0,0.0,2,32.22
2487,6850,254,12.739999999999998,12,7.38,11,14.14,8,18.1,3,12.48,4,35.1
2488,6851,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2489,6855,114,6.03,6,4.01,3,4.26,4,11.77,0,0.0,1,73.86
2490,6856,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,1,96.99
2491,6857,59,1.38,1,1.42,0,0.0,0,0.0,0,0.0,1,97.16
2492,6859,342,6.76,5,2.24,12,11.64,3,6.08,0,0.0,2,73.2
2493,6861,9301,8.82,3,1.19,3,2.47,2,2.83,1,2.85,3,81.78
2494,6864,161,9.82,10,6.38,21,24.33,10,23.22,1,3.57,6,32.61
2495,6865,140,7.9399999999999995,5,5.74,4,8.21,1,3.84,1,7.69,1,66.53
2496,6866,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2497,6868,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2498,6869,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2499,6870,32,3.6399999999999997,4,3.58,1,1.81,0,0.0,0,0.0,4,90.93
2500,6873,298,4.46,21,4.43,13,5.46,9,7.38,3,4.02,10,74.18
2501,6874,19,2.3099999999999996,2,1.71,3,5.82,2,6.95,0,0.0,2,83.15
2502,6875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2503,6876,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2504,6877,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,1,95.99
2505,6878,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2506,7402,1037,21.25,16,8.75,13,14.78,8,18.060000000000002,1,3.32,5,33.76
2507,7419,261,10.870000000000001,16,5.88,13,9.03,7,9.969999999999999,3,7.03,13,57.13
2508,7421,540,99.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2509,7426,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2510,7427,2632,52.800000000000004,18,12.24,4,5.07,1,2.65,2,8.12,3,19.06
2511,7443,191,7.08,2,1.31,3,3.08,6,14.32,0,0.0,8,74.13
2512,7452,134,9.67,3,2.55,3,4.1,1,4.88,0,0.0,1,78.72
2513,7507,555,6.59,22,2.88,20,5.31,10,5.32,3,2.49,16,77.33
2514,7516,2709,17.199999999999996,9,6.57,10,13.63,3,11.21,2,9.34,2,41.97
2515,7530,676,10.55,10,4.69,8,7.12,2,4.14,3,8.45,9,64.98
2516,7547,154,4.61,3,1.9,3,3.5,0,0.0,0,0.0,1,89.92
2517,7551,258,16.79,14,17.47,5,12.57,2,10.17,0,0.0,2,42.93
2518,7555,315,15.540000000000001,9,5.24,5,7.22,2,4.89,3,12.8,2,54.24
2519,7556,1737,25.05,5,2.76,1,1.5,6,13.52,0,0.0,5,57.11
2520,7558,268,12.989999999999998,14,11.54,6,8.73,11,33.49,0,0.0,4,33.19
2521,7561,783,16.97,14,7.99,14,15.21,4,7.94,1,3.51,2,48.31
2522,7566,2427,22.22,55,9.21,19,6.52,27,17.78,4,4.45,13,39.75
2523,7570,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2524,7575,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
2525,7584,137,5.0200000000000005,3,2.97,3,7.76,1,4.49,1,7.17,3,72.53
2526,7595,562,10.74,20,6.52,18,11.73,9,11.27,4,8.16,7,51.51
2527,8002,252,99.97000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2528,8009,630,73.84,3,10.02,3,16.09,0,0.0,0,0.0,0,0.0
2529,8010,398,31.920000000000005,6,10.83,4,14.84,3,23.700000000000003,0,0.0,1,18.64
2530,8011,33086,60.4,57,5.6,30,5.83,12,4.38,1,0.57,10,23.15
2531,8012,479,7.859999999999999,0,0.0,0,0.0,0,0.0,0,0.0,1,92.1
2532,8014,588,44.31,8,10.95,3,12.32,1,7.54,0,0.0,1,24.81
2533,8015,105,38.15,5,25.8,1,6.81,2,29.19,0,0.0,0,0.0
2534,8016,25689,40.34,93,11.26,45,10.67,22,10.64,4,2.98,17,24.02
2535,8017,11380,99.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2536,8018,67,31.46,3,14.55,4,32.31,1,21.62,0,0.0,0,0.0
2537,8019,93,2.4299999999999997,2,0.94,3,2.81,2,3.48,0,0.0,1,90.27
2538,8020,94,15.979999999999999,9,14.88,3,9.74,2,14.86,1,12.1,1,32.36
2539,8021,28441,50.04,48,5.14,27,5.55,22,8.17,7,4.38,18,26.67
2540,8022,50,15.46,2,6.91,2,16.78,2,31.560000000000002,0,0.0,1,29.2
2541,8023,35,99.96000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2542,8024,11475,53.76,19,5.84,10,5.7,12,13.75,1,2.01,4,18.86
2543,8026,65,99.97999999999999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2544,8027,13573,31.43,62,8.52,39,11.65,22,12.27,6,5.42,18,30.65
2545,8028,28537,47.10000000000001,79,7.59,37,7.57,16,5.8,0,0.0,16,31.89
2546,8029,584,13.46,37,8.24,18,8.56,15,12.48,3,4.56,9,52.64
2547,8030,16,99.99000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2548,8031,119,50.03,7,19.9,1,6.15,0,0.0,0,0.0,1,23.86
2549,8032,4195,10.529999999999998,7,1.79,2,1.0,3,3.02,1,1.81,10,81.76
2550,8033,26612,58.63000000000001,73,7.49,36,7.15,15,6.07,1,0.67,10,19.93
2551,8034,20438,64.22,39,8.6,18,7.41,7,5.17,0,0.0,6,14.53
2552,8035,209,40.93000000000001,8,15.8,0,0.0,2,13.69,1,12.0,1,17.5
2553,8036,545,48.91,11,18.8,3,12.15,0,0.0,0,0.0,1,20.08
2554,8037,22,34.49,1,18.54,1,46.92,0,0.0,0,0.0,0,0.0
2555,8038,15413,52.47,39,8.79,13,6.32,5,5.279999999999999,2,3.03,7,24.03
2556,8039,30112,31.300000000000004,58,3.99,47,6.24,23,6.26,4,1.75,27,50.38
2557,8040,23268,55.730000000000004,27,5.65,16,6.75,8,7.32,0,0.0,3,24.47
2558,8041,453,20.55,3,2.88,7,11.03,1,2.92,0,0.0,1,62.56
2559,8042,15030,26.01,25,2.56,12,2.47,12,4.8500000000000005,1,0.61,22,63.42
2560,8043,9180,37.6,27,4.58,3,1.05,1,0.99,0,0.0,11,55.7
2561,8044,13890,28.12,41,4.59,33,7.64,26,11.54,3,1.97,18,46.07
2562,8045,616,9.59,24,3.97,15,5.35,13,8.21,3,3.34,9,69.45
2563,8046,19273,6.75,125,2.75,75,3.31,56,5.02,5,0.7,31,81.4
2564,8047,1160,13.420000000000002,15,5.28,9,6.36,11,14.37,0,0.0,5,60.49
2565,8048,4511,29.82,26,7.1,20,10.27,16,16.0,2,3.38,7,33.36
2566,8049,23991,50.15,50,6.54,26,6.24,14,6.83,3,2.41,13,27.75
2567,8050,27420,36.47,83,6.48,31,4.73,15,4.49,8,4.28,11,43.48
2568,8051,2,99.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2569,8052,13,99.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2570,8053,3492,8.299999999999999,83,2.79,50,3.33,28,3.6900000000000004,7,1.51,38,80.29
2571,8054,31342,55.25,28,4.25,28,8.8,7,4.19,3,2.95,3,24.51
2572,8055,42,37.33,4,43.92,1,18.69,0,0.0,0,0.0,0,0.0
2573,8056,11648,26.260000000000005,207,7.32,93,6.45,41,5.640000000000001,5,1.14,38,53.1
2574,8057,77,19.33,2,5.85,2,7.68,0,0.0,0,0.0,3,67.07
2575,8058,41,1.42,1,0.18,2,0.79,1,0.62,0,0.0,2,96.93
2576,8059,10396,14.179999999999998,48,3.62,22,3.38,17,4.6899999999999995,3,1.38,6,72.7
2577,8060,276,34.03,3,5.93,2,10.64,0,0.0,1,15.51,1,33.84
2578,8061,39,50.18000000000001,1,9.52,1,14.35,1,25.89,0,0.0,0,0.0
2579,8062,11,99.99000000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2580,8064,30077,44.85,68,5.89,47,8.17,18,5.81,4,2.16,15,33.03
2581,8065,998,18.880000000000003,26,5.81,11,5.15,10,8.67,0,0.0,8,61.42
2582,8066,11283,65.5,9,4.18,7,7.55,8,16.06,2,6.63,0,0.0
2583,8067,3071,15.759999999999998,2,0.77,1,1.09,3,4.61,1,3.1,8,74.61
2584,8068,3893,12.160000000000002,9,1.81,6,2.42,2,1.8900000000000001,2,2.72,10,78.93
2585,8069,57696,13.209999999999999,253,3.15,139,3.46,85,4.04,21,1.67,129,74.41
2586,8070,28298,20.81,124,2.5,42,1.81,20,1.73,11,1.41,49,71.65
2587,8071,3789,36.47,26,7.27,15,8.49,5,6.11,4,6.65,7,34.95
2588,8072,8932,25.409999999999997,12,2.16,7,2.37,2,1.55,1,1.09,8,67.33
2589,8073,10,99.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2590,8074,13557,39.21,48,7.7,22,7.99,7,4.13,1,1.12,13,39.79
2591,8076,54539,50.62,114,5.67,62,6.11,33,6.51,5,1.61,19,29.4
2592,8077,1304,4.290000000000001,13,1.8,4,1.09,6,3.03,1,0.85,7,88.86
2593,8080,8523,38.93999999999999,18,5.48,1,0.62,5,7.21,1,2.11,3,45.57
2594,8081,14441,36.17999999999999,57,9.25,30,9.66,17,10.79,7,7.25,8,26.78
2595,8082,4152,17.3,39,4.95,23,6.07,11,6.15,3,2.66,8,62.78
2596,8083,2215,28.130000000000003,27,11.07,18,13.79,3,4.33,1,2.31,4,40.3
2597,8084,1448,15.809999999999999,29,5.99,16,7.0,12,8.92,3,3.86,9,58.35
2598,8085,10441,23.879999999999995,53,5.28,25,5.37,12,5.22,4,2.48,18,57.69
2599,8086,52695,41.47999999999999,50,3.72,31,4.25,18,5.03,5,2.36,20,43.08
2600,8087,3504,20.36,15,7.55,13,11.81,6,12.46,2,6.69,8,41.06
2601,8088,20501,72.08000000000001,21,4.55,8,3.81,1,0.69,0,0.0,3,18.81
2602,8089,8121,42.94,22,5.41,6,2.41,3,2.32,1,1.39,3,45.46
2603,8091,7428,47.980000000000004,34,10.29,13,8.07,7,8.129999999999999,0,0.0,6,25.46
2604,8092,2577,29.799999999999997,7,2.6,13,10.15,7,10.89,0,0.0,5,46.51
2605,8093,3815,35.11,21,4.24,15,6.46,12,10.28,1,1.26,9,42.59
2606,8094,304,23.14,21,16.71,11,17.1,4,11.92,4,19.11,2,11.95
