,證券代號,證券名稱,公司名稱,資本額,成立日期,上市日期,殖利率,本益比,淨值比
859,6606,建德工業,建德工業股份有限公司,11.0303783,19660316,20230324,5.62,27.24,1.79
860,6625,必應,必應創造股份有限公司,4.4520444,20140102,20180207,4.52,13.68,4.84
861,6641,基士德-KY,基士德科技股份有限公司,3.7,20131003,20180921,2.43,20.50,1.03
862,6645,金萬林-創,金萬林企業股份有限公司,5.0221,20040806,20231221,0.00,-,3.33
863,6655,科定,科定企業股份有限公司,8.2181347,20020722,20181128,7.29,35.09,3.96
864,6657,華安,華安醫學股份有限公司,7.6224,20120828,20230612,0.00,-,5.53
865,6658,聯策,聯策科技股份有限公司,3.287,20020429,20231102,2.25,59.33,1.72
866,6666,羅麗芬-KY,羅麗芬控股股份有限公司,4.7388,20160921,20181119,2.05,34.27,1.82
867,6668,中揚光,中揚光電股份有限公司,9.121286,20130604,20181212,0.00,-,3.08
868,6669,緯穎,緯穎科技服務股份有限公司,17.4840791,20120303,20190327,1.59,34.38,9.53
869,6670,復盛應用,復盛應用科技股份有限公司,13.2573568,20100914,20181218,4.40,14.35,3.06
870,6671,三能-KY,三能集團控股股份有限公司,6.075,20150429,20181211,5.43,15.13,1.73
871,6672,騰輝電子-KY,騰輝電子國際集團股份有限公司,7.1434745,20121016,20190417,3.98,13.52,1.90
872,6674,鋐寶科技,鋐寶科技股份有限公司,6.7335659,20090819,20181128,0.00,-,1.67
873,6689,伊雲谷,伊雲谷數位科技股份有限公司,6.8,20130913,20220913,1.92,37.01,2.39
874,6691,洋基工程,洋基工程股份有限公司,8.8279282,19800725,20220103,4.08,22.16,8.37
875,6695,芯鼎,芯鼎科技股份有限公司,9.631825,20091223,20221104,0.00,-,4.27
876,6698,旭暉應材,旭暉應用材料股份有限公司,6.6389753,20070525,20191125,0.00,-,2.34
877,6706,惠特,惠特科技股份有限公司,7.3576865,20000125,20191219,0.00,-,2.25
878,6715,嘉基,嘉基科技股份有限公司,6.5957561,20110822,20191212,1.81,31.64,3.64
879,6719,力智,力智電子股份有限公司,10.3787289,20051223,20220113,0.87,126.75,2.89
880,6742,澤米,澤米科技股份有限公司,7.1267948,20030214,20231205,1.65,279.23,3.46
881,6743,安普新,安普新股份有限公司,15.0,19980702,20201214,0.77,-,3.58
882,6753,龍德造船,龍德造船工業股份有限公司,10.775,19760506,20230310,0.97,26.36,5.41
883,6754,匯僑設計,匯僑室內裝修設計股份有限公司,6.6,20141209,20200825,5.45,14.02,2.12
884,6756,威鋒電子,威鋒電子股份有限公司,6.9561,20080707,20201224,1.01,63.67,4.93
885,6757,台灣虎航-創,台灣虎航股份有限公司,44.9,20140421,20230815,0.00,11.73,5.20
886,6768,志強-KY,志強國際企業股份有限公司,19.6045617,20170328,20210422,4.15,21.38,1.25
887,6770,力積電,力晶積成電子製造股份有限公司,413.9716436,20080417,20211206,0.00,-,1.18
888,6771,平和環保-創,平和環保科技股份有限公司,3.11795,20060801,20240517,5.76,14.58,3.16
889,6776,展碁國際,展碁國際股份有限公司,8.158143,19771222,20210331,5.52,12.50,2.31
890,6781,AES-KY,"AES Holding Co., Ltd.",8.541878,20200109,20210322,1.84,29.68,3.92
891,6782,視陽,視陽光學股份有限公司,6.3,19981109,20221128,0.85,40.90,5.92
892,6789,采鈺,采鈺科技股份有限公司,31.6951119,20031201,20220630,0.29,240.00,6.56
893,6790,永豐實,永豐餘消費品實業股份有限公司,26.7129021,19861029,20210929,5.42,13.48,2.46
894,6792,詠業,詠業科技股份有限公司,4.7875325,19880408,20211208,4.42,21.25,2.40
895,6794,向榮生技-創,向榮生醫科技股份有限公司,5.83575,20180328,20240521,0.00,-,8.02
896,6796,晉弘,晉弘科技股份有限公司,3.4584155,20100805,20220601,2.04,60.07,3.90
897,6799,來頡,來頡科技股份有限公司,4.2620133,20100907,20220512,1.99,28.96,4.84
898,6805,富世達,富世達股份有限公司,6.8553896,20010611,20231109,0.72,67.14,11.58
899,6806,森崴能源,森崴能源股份有限公司,22.0849083,20070427,20211115,0.95,51.30,2.95
900,6807,峰源-KY,峰源集團股份有限公司,5.4,20190712,20220425,4.18,10.52,1.61
901,6830,汎銓,汎銓科技股份有限公司,4.6781175,20050727,20220831,3.10,31.45,2.64
902,6834,天二科技,天二科技股份有限公司,8.8471082,19700216,20220901,0.00,-,2.95
903,6835,圓裕,圓裕企業股份有限公司,6.6172297,19800623,20221110,3.77,13.41,2.24
904,6854,錼創科技-KY創,PlayNitride Inc.,10.7178622,20140225,20220818,0.00,-,4.17
905,6861,睿生光電,睿生光電股份有限公司,4.0267,20190402,20230327,1.31,31.39,2.58
906,6863,永道-KY,Arizon RFID Technology,7.4318,20211021,20230321,1.25,33.26,3.18
907,6869,雲豹能源,雲豹能源科技股份有限公司,11.7603944,20160215,20230314,2.65,28.88,6.68
908,6873,泓德能源-創,泓德能源科技股份有限公司,10.1347483,20160516,20230306,2.06,26.67,3.96
909,6890,來億-KY,來億興業股份有限公司,24.94,20210616,20240612,1.52,52.63,3.85
910,6901,鑽石投資,鑽石生技投資股份有限公司,85.035,20130109,20230919,0.00,-,3.15
911,6902,走著瞧-創,走著瞧股份有限公司,3.1993936,20120412,20230713,0.00,345.65,10.93
912,6906,現觀科,現觀科技股份有限公司,3.35374,20190912,20240115,2.00,45.18,5.28
913,6914,阜爾運通,阜爾運通股份有限公司,6.6226,20010119,20240503,3.01,18.24,4.76
914,6916,華凌,華凌光電股份有限公司,6.75,19980616,20231205,3.74,33.00,1.61
915,6928,攸泰科技,攸泰科技股份有限公司,8.6,20110610,20240516,1.25,26.83,4.93
916,6933,AMAX-KY,艾瑪斯科技控股股份有限公司,4.1666004,20220104,20231108,0.89,54.90,6.53
917,6937,天虹,天虹科技股份有限公司,6.7477263,20020717,20231212,0.93,47.03,4.68
918,6949,沛爾生醫-創,沛爾生技醫藥股份有限公司,5.711755,20170330,20240308,0.00,-,5.47
919,6951,青新-創,青新環境工程股份有限公司,4.6,19990702,20240618,4.21,21.38,3.32
920,6952,大武山,大武山牧場科技股份有限公司,6.8345,20070104,20240613,1.98,42.52,2.31
921,6957,裕慶-KY,裕慶金屬股份有限公司,5.521095,20180615,20240625,4.89,14.84,10.02
922,8011,台通,台通光電股份有限公司,17.0921891,19811221,20110919,0.00,97.12,1.44
923,8016,矽創,矽創電子股份有限公司,12.0136876,19920709,20031225,4.64,15.49,3.05
924,8021,尖點,尖點科技股份有限公司,14.2180467,19960412,20080121,2.56,-,1.02
925,8028,昇陽半導體,昇陽國際半導體股份有限公司,17.2628033,19970303,20180710,2.03,48.63,3.82
926,8033,雷虎,雷虎科技股份有限公司,14.2629775,19791002,20070621,0.00,895.00,8.27
927,8039,台虹,台虹科技股份有限公司,20.9119692,19970816,20091217,2.58,20.28,1.52
928,8046,南電,南亞電路板股份有限公司,64.6165487,19971028,20060407,2.96,35.98,2.68
929,8070,長華*,長華電材股份有限公司,6.89422332,19890513,20071231,5.51,19.14,1.87
930,8072,陞泰,陞泰科技股份有限公司,8.0,19960626,20050819,2.41,32.06,1.12
931,8081,致新,致新科技股份有限公司,8.6172072,19960703,20081230,4.58,16.27,4.09
932,8101,華冠,華冠通訊股份有限公司,7.2831078,19990824,20040701,0.00,-,5.61
933,8103,瀚荃,瀚荃股份有限公司,7.9843173,19900316,20090929,2.29,17.74,1.54
934,8104,錸寶,錸寶科技股份有限公司,9.1651675,20000313,20190117,0.00,-,1.62
935,8105,凌巨,凌巨科技股份有限公司,44.1544851,19971215,20061227,0.59,30.36,0.94
936,8110,華東,華東科技股份有限公司,51.7739876,19950406,20071031,0.97,98.57,1.01
937,8112,至上,至上電子股份有限公司,55.0110343,19870305,20071231,4.94,17.94,2.71
938,8114,振樺電,振樺電子股份有限公司,10.6748919,19840811,20121126,2.69,29.98,3.43
939,8131,福懋科,福懋科技股份有限公司,44.2222223,19900911,20071129,2.32,26.58,1.50
940,8150,南茂,南茂科技股份有限公司,72.7240126,19970728,20140411,4.20,14.64,1.23
941,8162,微矽電子-創,微矽電子股份有限公司,6.8702,19870811,20240307,1.30,-,1.94
942,8163,達方,達方電子股份有限公司,28.0000001,19970508,20071128,5.81,11.60,1.68
943,8201,無敵,無敵科技股份有限公司,6.2366275,19890217,20071029,0.00,-,2.29
944,8210,勤誠,勤誠興業股份有限公司,12.058695,19831205,20111201,1.66,25.51,5.91
945,8213,志超,志超科技股份有限公司,27.1242488,19980421,20091225,2.54,10.29,0.70
946,8215,明基材,明基材料股份有限公司,32.0674514,19980716,20101112,3.65,26.32,1.92
947,8222,寶一,寶一科技股份有限公司,6.85735,19741005,20150127,0.67,36.13,3.57
948,8249,菱光,菱光科技股份有限公司,14.9055,19980615,20050517,3.65,19.13,0.76
949,8261,富鼎,富鼎先進電子股份有限公司,11.8681193,19980717,20091211,2.92,28.25,1.87
950,8271,宇瞻,宇瞻科技股份有限公司,12.8729266,19970416,20101229,4.69,15.94,1.82
951,8341,日友,日友環保科技股份有限公司,13.0,19941129,20150323,3.93,37.52,2.72
952,8367,建新國際,建新國際股份有限公司,8.7733918,19890425,20180912,5.07,16.77,1.39
953,8374,羅昇,羅昇企業股份有限公司,11.2250487,19840331,20081225,0.36,-,4.74
954,8404,百和興業-KY,百和興業股份有限公司(開曼),39.9937032,20061106,20110518,0.00,-,1.31
955,8411,福貞-KY,福貞控股股份有限公司,21.8404319,20090826,20111101,0.57,61.30,0.53
956,8422,可寧衛,可寧衛股份有限公司,10.9187472,19990504,20111005,5.51,21.35,3.05
957,8429,金麗-KY,金麗集團控股有限公司,18.5747151,20101215,20121220,0.00,-,0.30
958,8438,昶昕,昶昕實業股份有限公司,6.9943,19891023,20220311,2.23,28.18,1.61
959,8442,威宏-KY,威宏控股股份有限公司,6.6941263,20091127,20161108,4.53,11.02,2.50
960,8443,阿瘦,阿瘦實業股份有限公司,6.68,20030825,20140915,0.00,32.70,0.96
961,8454,富邦媒,富邦媒體科技股份有限公司,24.0340386,20040927,20141219,3.45,28.29,9.25
962,8462,柏文,柏文健康事業股份有限公司,7.9366063,20051004,20190315,1.80,50.87,5.09
963,8463,潤泰材,潤泰精密材料股份有限公司,15.0,19920923,20150713,2.19,26.52,1.94
964,8464,億豐,億豐綜合工業股份有限公司,29.30202,20070726,20151222,3.08,19.75,5.09
965,8466,美吉吉-KY,美吉吉國際股份有限公司,6.6059,20101008,20161101,0.49,-,1.61
966,8467,波力-KY,波力環球企業股份有限公司,5.1233008,20130710,20151215,0.00,20.27,4.18
967,8473,山林水,山林水環境工程股份有限公司,16.262952,20040610,20160908,0.79,36.67,1.14
968,8476,台境,台境企業股份有限公司,8.1483509,20031223,20231031,3.82,13.08,2.64
969,8478,東哥遊艇,東哥企業股份有限公司,8.8886276,19780123,20171211,3.00,17.61,5.29
970,8481,政伸,政伸企業股份有限公司,6.6601866,19870223,20170224,3.82,29.94,2.30
971,8482,商億-KY,商億全球控股有限公司,11.0444,20140930,20180815,3.54,19.12,2.00
972,8487,愛爾達-創,愛爾達科技股份有限公司,2.6535,20000328,20240326,5.43,16.14,3.29
973,8488,吉源-KY,吉源控股股份有限公司,7.35,20140327,20161213,0.00,-,0.47
974,8499,鼎炫-KY,鼎炫投資控股股份有限公司,4.1485557,20131108,20171124,3.21,11.55,0.65
975,8926,台汽電,台灣汽電共生股份有限公司,73.0282,19920507,20030825,4.03,39.59,2.22
976,8940,新天地,新天地國際實業股份有限公司,6.7491032,19930719,20090515,0.00,12.91,2.21
977,8996,高力,高力熱處理工業股份有限公司,8.9801156,19701011,20140214,0.83,74.84,16.90
978,9802,鈺齊-KY,鈺齊國際股份有限公司,19.0989872,20091124,20121018,4.07,17.96,1.89
979,9902,台火,台火開發股份有限公司,9.80496,19500114,19640714,1.82,28.45,1.26
980,9904,寶成,寶成工業股份有限公司,294.6787213,19690904,19900119,3.14,7.22,0.75
981,9905,大華,大華金屬工業股份有限公司,30.5,19731126,19900808,4.50,15.88,0.96
982,9906,欣巴巴,欣巴巴事業股份有限公司,8.3374221,19670116,19901215,6.35,17.18,5.03
983,9907,統一實,統一實業股份有限公司,157.9145342,19690414,19910129,1.96,45.00,1.24
984,9908,大台北,大台北區瓦斯股份有限公司,51.6358,19641024,19910206,3.69,14.19,1.19
985,9910,豐泰,豐泰企業股份有限公司,98.7482831,19710729,19920218,2.77,27.83,6.02
986,9911,櫻花,台灣櫻花股份有限公司,22.1121188,19881020,19920716,4.26,16.46,3.56
987,9912,偉聯,偉聯科技股份有限公司,5.5218569,19780518,19920808,0.00,-,1.52
988,9914,美利達,美利達工業股份有限公司,29.89838,19720929,19920930,2.77,41.96,2.97
989,9917,中保科,中興保全科技股份有限公司,45.1197093,19771108,19931208,3.95,22.40,4.41
990,9918,欣天然,欣欣天然氣股份有限公司,18.0537453,19710501,19940426,3.58,19.33,2.43
991,9919,康那香,康那香企業股份有限公司,19.536275,19711210,19941104,1.27,7.05,1.63
992,9921,巨大,巨大機械工業股份有限公司,39.2064626,19721027,19941229,2.36,26.94,2.40
993,9924,福興,台灣福興工業股份有限公司,18.845217,19571123,19950315,5.65,9.12,1.50
994,9925,新保,台灣新光保全股份有限公司,38.7489605,19800121,19951209,4.72,17.31,1.43
995,9926,新海,新海瓦斯股份有限公司,17.9504075,19660611,19980408,3.64,21.36,2.39
996,9927,泰銘,泰銘實業股份有限公司,16.7318534,19830219,19990312,6.64,11.40,2.22
997,9928,中視,中國電視事業股份有限公司,6.0724583,19681024,19990809,0.00,72.93,0.60
998,9929,秋雨,秋雨創新股份有限公司,10.128,19761001,19990628,0.00,-,2.03
999,9930,中聯資源,中聯資源股份有限公司,24.8540368,19910525,19991122,4.56,17.23,2.59
1000,9931,欣高,欣高石油氣股份有限公司,12.0369303,19831215,20000321,2.77,22.15,1.57
1001,9933,中鼎,中鼎工程股份有限公司,80.9172729,19790406,19930528,3.87,21.54,2.50
1002,9934,成霖,成霖企業股份有限公司,40.9463962,19791029,20000911,6.22,11.49,1.25
1003,9935,慶豐富,慶豐富實業股份有限公司,17.3838926,19770309,20000911,1.87,20.94,2.00
1004,9937,全國,全國加油站股份有限公司,30.9043,19880808,20000911,3.15,26.05,3.59
1005,9938,百和,台灣百和工業股份有限公司,29.7963902,19850114,20010112,1.56,24.48,1.60
1006,9939,宏全,宏全國際股份有限公司,28.7785879,19690715,20010302,3.12,17.88,3.18
1007,9940,信義,信義房屋股份有限公司,73.68465,19870121,20010917,5.05,13.61,1.77
1008,9941,裕融,裕融企業股份有限公司,64.8225092,19900412,20010917,4.08,16.74,2.55
1009,9942,茂順,茂順密封元件科技股份有限公司,8.316132,19760804,20020128,5.47,11.13,2.55
1010,9943,好樂迪,好樂迪股份有限公司,12.521996,19930410,20020826,5.81,15.17,3.08
1011,9944,新麗,新麗企業股份有限公司,10.91071,19620914,20020826,2.70,222.00,0.65
1012,9945,潤泰新,潤泰創新國際股份有限公司,284.4225086,19770912,19920430,3.44,8.72,1.20
1013,9946,三發地產,三發地產股份有限公司(原:金革),32.655415,19930920,20130917,1.70,108.16,2.02
1014,9955,佳龍,佳龍科技工程股份有限公司,10.3208229,19960925,20080121,0.00,-,2.60
1015,9958,世紀鋼,世紀鋼鐵結構股份有限公司,25.6896665,19871009,20080312,0.99,43.64,6.13
