資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20211217,1723,14,2,1742998,0.73
20211217,1723,15,20,127171044,53.68
20211217,1723,16,0,0,0.00
20211217,1723,17,34731,236904480,100.00
20211217,1725,1,1404,161826,0.08
20211217,1725,2,1401,2618220,1.43
20211217,1725,3,147,1160003,0.63
20211217,1725,4,43,561501,0.30
20211217,1725,5,28,514351,0.28
20211217,1725,6,32,796424,0.43
20211217,1725,7,18,626643,0.34
20211217,1725,8,11,525669,0.28
20211217,1725,9,17,1115125,0.61
20211217,1725,10,6,766024,0.42
20211217,1725,11,3,628618,0.34
20211217,1725,12,1,468000,0.25
20211217,1725,13,1,751000,0.41
20211217,1725,14,2,1820860,1.00
20211217,1725,15,17,169315714,93.11
20211217,1725,16,0,0,0.00
20211217,1725,17,3131,181829978,100.00
20211217,1726,1,7046,231763,0.14
20211217,1726,2,2528,5040539,3.11
20211217,1726,3,362,2708169,1.67
20211217,1726,4,112,1385268,0.85
20211217,1726,5,72,1310789,0.80
20211217,1726,6,61,1503931,0.92
20211217,1726,7,41,1401169,0.86
20211217,1726,8,20,911829,0.56
20211217,1726,9,45,3103136,1.91
20211217,1726,10,19,2432505,1.50
20211217,1726,11,5,1334906,0.82
20211217,1726,12,4,1913723,1.18
20211217,1726,13,1,768000,0.47
20211217,1726,14,0,0,0.00
20211217,1726,15,20,137954273,85.15
20211217,1726,16,0,0,0.00
20211217,1726,17,10336,162000000,100.00
20211217,1727,1,4731,757132,0.69
20211217,1727,2,10579,19608852,18.11
20211217,1727,3,1039,8238411,7.61
20211217,1727,4,225,2889789,2.66
20211217,1727,5,149,2779356,2.56
20211217,1727,6,108,2757843,2.54
20211217,1727,7,48,1708200,1.57
20211217,1727,8,21,948370,0.87
20211217,1727,9,50,3625573,3.34
20211217,1727,10,19,2708199,2.50
20211217,1727,11,13,3356828,3.10
20211217,1727,12,3,1532319,1.41
20211217,1727,13,0,0,0.00
20211217,1727,14,1,895225,0.82
20211217,1727,15,10,56443903,52.14
20211217,1727,16,0,0,0.00
20211217,1727,17,16996,108250000,100.00
20211217,1729,1,1449,134624,0.07
20211217,1729,2,2257,4324822,2.34
20211217,1729,3,251,1997680,1.08
20211217,1729,4,70,918290,0.49
20211217,1729,5,42,779234,0.42
20211217,1729,6,36,940027,0.50
20211217,1729,7,19,662960,0.35
20211217,1729,8,20,928757,0.50
20211217,1729,9,24,1718819,0.93
20211217,1729,10,11,1765145,0.95
20211217,1729,11,6,1604000,0.86
20211217,1729,12,7,3613000,1.95
20211217,1729,13,5,3546000,1.92
20211217,1729,14,2,1766000,0.95
20211217,1729,15,34,159724842,86.60
20211217,1729,16,0,0,0.00
20211217,1729,17,4233,184424200,100.00
20211217,1730,1,3597,350220,0.55
20211217,1730,2,6847,12190803,19.27
20211217,1730,3,566,4324833,6.83
20211217,1730,4,159,1976029,3.12
20211217,1730,5,76,1375538,2.17
20211217,1730,6,51,1268658,2.00
20211217,1730,7,17,576450,0.91
20211217,1730,8,12,546041,0.86
20211217,1730,9,14,954123,1.50
20211217,1730,10,9,1299976,2.05
20211217,1730,11,5,1379439,2.18
20211217,1730,12,2,843663,1.33
20211217,1730,13,1,772032,1.22
20211217,1730,14,2,1851000,2.92
20211217,1730,15,10,33525046,53.01
20211217,1730,16,0,0,0.00
20211217,1730,17,11368,63233851,100.00
20211217,1731,1,11835,647786,0.48
20211217,1731,2,6149,12404345,9.33
20211217,1731,3,953,7449276,5.60
20211217,1731,4,306,3794775,2.85
20211217,1731,5,214,3956961,2.97
20211217,1731,6,147,3777868,2.84
20211217,1731,7,69,2465500,1.85
20211217,1731,8,54,2512434,1.89
20211217,1731,9,94,6807421,5.12
20211217,1731,10,57,7979626,6.00
20211217,1731,11,21,6011978,4.52
20211217,1731,12,6,3111830,2.34
20211217,1731,13,2,1311000,0.98
20211217,1731,14,1,920000,0.69
20211217,1731,15,11,69764444,52.48
20211217,1731,16,0,0,0.00
20211217,1731,17,19919,132915244,100.00
20211217,1732,1,4182,126392,0.29
20211217,1732,2,4623,8727142,20.56
20211217,1732,3,459,3790709,8.93
20211217,1732,4,88,1153377,2.71
20211217,1732,5,70,1327876,3.12
20211217,1732,6,44,1107546,2.60
20211217,1732,7,29,1069408,2.51
20211217,1732,8,17,773000,1.82
20211217,1732,9,20,1476000,3.47
20211217,1732,10,6,793000,1.86
20211217,1732,11,3,777998,1.83
20211217,1732,12,0,0,0.00
20211217,1732,13,1,640916,1.51
20211217,1732,14,2,1865069,4.39
20211217,1732,15,4,18815524,44.33
20211217,1732,16,0,0,0.00
20211217,1732,17,9548,42443957,100.00
20211217,1733,1,11735,492216,0.49
20211217,1733,2,9073,19279493,19.28
20211217,1733,3,1620,12976955,12.98
20211217,1733,4,517,6662219,6.66
20211217,1733,5,337,6186553,6.18
20211217,1733,6,270,6936360,6.93
20211217,1733,7,130,4619211,4.62
20211217,1733,8,65,3008914,3.01
20211217,1733,9,124,8900799,8.90
20211217,1733,10,40,5483160,5.48
20211217,1733,11,25,6971415,6.97
20211217,1733,12,8,4054647,4.05
20211217,1733,13,3,2046000,2.04
20211217,1733,14,0,0,0.00
20211217,1733,15,3,12332250,12.33
20211217,1733,16,0,0,0.00
20211217,1733,17,23950,99950192,100.00
20211217,1734,1,26838,1474212,0.87
20211217,1734,2,19746,37552112,22.38
20211217,1734,3,2133,16615584,9.90
20211217,1734,4,586,7364205,4.39
20211217,1734,5,336,6315589,3.76
20211217,1734,6,276,7104002,4.23
20211217,1734,7,136,4904675,2.92
20211217,1734,8,86,3992490,2.38
20211217,1734,9,151,10852772,6.47
20211217,1734,10,49,6572208,3.91
20211217,1734,11,33,9209698,5.49
20211217,1734,12,8,3837832,2.28
20211217,1734,13,6,3975927,2.37
20211217,1734,14,6,5752993,3.43
20211217,1734,15,10,42197723,25.15
20211217,1734,16,0,0,0.00
20211217,1734,17,50400,167722022,100.00
20211217,1735,1,1385,167123,0.16
20211217,1735,2,824,1679217,1.68
20211217,1735,3,148,1146823,1.15
20211217,1735,4,57,708344,0.71
20211217,1735,5,23,430328,0.43
20211217,1735,6,51,1293078,1.30
20211217,1735,7,13,449992,0.45
20211217,1735,8,11,510484,0.51
20211217,1735,9,35,2506265,2.52
20211217,1735,10,17,2201118,2.21
20211217,1735,11,5,1267721,1.27
20211217,1735,12,3,1493806,1.50
20211217,1735,13,2,1342608,1.35
20211217,1735,14,1,984120,0.99
20211217,1735,15,13,83206973,83.71
20211217,1735,16,0,0,0.00
20211217,1735,17,2588,99388000,100.00
20211217,1736,1,3394,457075,0.15
20211217,1736,2,7943,15669251,5.16
20211217,1736,3,916,7040348,2.31
20211217,1736,4,278,3523691,1.16
20211217,1736,5,158,2867563,0.94
20211217,1736,6,127,3214673,1.05
20211217,1736,7,58,2047070,0.67
20211217,1736,8,35,1587519,0.52
20211217,1736,9,72,5109686,1.68
20211217,1736,10,39,5361999,1.76
20211217,1736,11,29,7637120,2.51
20211217,1736,12,7,3666428,1.20
20211217,1736,13,9,6231090,2.05
20211217,1736,14,3,2525269,0.83
20211217,1736,15,20,236677835,77.95
20211217,1736,16,0,0,0.00
20211217,1736,17,13088,303616617,100.00
20211217,1737,1,29779,2539377,1.26
20211217,1737,2,11889,23167630,11.58
20211217,1737,3,1498,11669932,5.83
20211217,1737,4,390,4964349,2.48
20211217,1737,5,200,3690501,1.84
20211217,1737,6,209,5284617,2.64
20211217,1737,7,70,2456044,1.22
20211217,1737,8,70,3263150,1.63
20211217,1737,9,111,8123524,4.06
20211217,1737,10,52,7409502,3.70
20211217,1737,11,27,7676109,3.83
20211217,1737,12,13,6429165,3.21
20211217,1737,13,6,4076917,2.03
20211217,1737,14,1,955580,0.47
20211217,1737,15,13,108293603,54.14
20211217,1737,16,0,0,0.00
20211217,1737,17,44328,200000000,100.00
20211217,1742,1,9734,371057,0.45
20211217,1742,2,1350,2984459,3.65
20211217,1742,3,283,2237624,2.74
20211217,1742,4,90,1139134,1.39
20211217,1742,5,67,1229445,1.50
20211217,1742,6,66,1681658,2.06
20211217,1742,7,43,1506759,1.84
20211217,1742,8,17,784455,0.96
20211217,1742,9,40,2796815,3.42
20211217,1742,10,14,2232726,2.73
20211217,1742,11,16,4043331,4.95
20211217,1742,12,7,3688004,4.52
20211217,1742,13,7,4827974,5.92
20211217,1742,14,1,827000,1.01
20211217,1742,15,8,51199559,62.78
20211217,1742,16,0,0,0.00
20211217,1742,17,11743,81550000,100.00
20211217,1748,1,7,3209,0.02
20211217,1748,2,412,1107225,7.62
20211217,1748,3,157,1437000,9.89
20211217,1748,4,31,431000,2.96
20211217,1748,5,40,769000,5.29
20211217,1748,6,31,867000,5.97
20211217,1748,7,10,364000,2.50
20211217,1748,8,17,841000,5.79
20211217,1748,9,20,1494000,10.29
20211217,1748,10,9,1288000,8.87
20211217,1748,11,2,440000,3.03
20211217,1748,12,1,449000,3.09
20211217,1748,13,0,0,0.00
20211217,1748,14,0,0,0.00
20211217,1748,15,2,5025000,34.61
20211217,1748,16,0,0,0.00
20211217,1748,17,739,14515434,100.00
20211217,1748R,1,19,5889,1.05
20211217,1748R,2,64,158935,28.49
20211217,1748R,3,22,172007,30.83
20211217,1748R,4,2,24000,4.30
20211217,1748R,5,2,36000,6.45
20211217,1748R,6,0,0,0.00
20211217,1748R,7,1,39000,6.99
20211217,1748R,8,0,0,0.00
20211217,1748R,9,0,0,0.00
20211217,1748R,10,1,122000,21.87
20211217,1748R,11,0,0,0.00
20211217,1748R,12,0,0,0.00
20211217,1748R,13,0,0,0.00
20211217,1748R,14,0,0,0.00
20211217,1748R,15,0,0,0.00
20211217,1748R,16,0,0,0.00
20211217,1748R,17,111,557831,100.00
20211217,1752,1,1232,216596,0.21
20211217,1752,2,4502,8934264,8.84
20211217,1752,3,597,4797174,4.75
20211217,1752,4,206,2647580,2.62
20211217,1752,5,101,1865547,1.84
20211217,1752,6,94,2382957,2.35
20211217,1752,7,43,1509673,1.49
20211217,1752,8,25,1147901,1.13
20211217,1752,9,54,3680353,3.64
20211217,1752,10,29,3959616,3.92
20211217,1752,11,9,2183000,2.16
20211217,1752,12,5,2535050,2.51
20211217,1752,13,4,2615000,2.58
20211217,1752,14,3,2903649,2.87
20211217,1752,15,12,59610112,59.02
20211217,1752,16,0,0,0.00
20211217,1752,17,6916,100988472,100.00
20211217,1760,1,16394,444729,0.51
20211217,1760,2,10811,19660520,22.93
20211217,1760,3,1027,7760981,9.05
20211217,1760,4,298,3716364,4.33
20211217,1760,5,173,3086851,3.60
20211217,1760,6,135,3295059,3.84
20211217,1760,7,60,2104536,2.45
20211217,1760,8,34,1569705,1.83
20211217,1760,9,81,5851374,6.82
20211217,1760,10,42,6164777,7.19
20211217,1760,11,24,6582921,7.67
20211217,1760,12,7,3105181,3.62
20211217,1760,13,3,2064780,2.40
20211217,1760,14,0,0,0.00
20211217,1760,15,5,20331235,23.71
20211217,1760,16,0,0,0.00
20211217,1760,17,29094,85739013,100.00
20211217,1762,1,16365,127099,0.16
20211217,1762,2,3344,6347162,8.18
20211217,1762,3,358,2913980,3.75
20211217,1762,4,128,1681246,2.16
20211217,1762,5,77,1424652,1.83
20211217,1762,6,82,2083680,2.68
20211217,1762,7,64,2280220,2.93
20211217,1762,8,34,1596766,2.05
20211217,1762,9,61,4453481,5.74
20211217,1762,10,46,6647257,8.57
20211217,1762,11,21,6233850,8.03
20211217,1762,12,13,6649398,8.57
20211217,1762,13,3,2276758,2.93
20211217,1762,14,2,1663739,2.14
20211217,1762,15,8,31180712,40.20
20211217,1762,16,0,0,0.00
20211217,1762,17,20606,77560000,100.00
20211217,1773,1,2722,596197,0.29
20211217,1773,2,4819,9186445,4.59
20211217,1773,3,838,6045781,3.02
20211217,1773,4,317,3986896,1.99
20211217,1773,5,162,2842229,1.42
20211217,1773,6,202,4928747,2.46
20211217,1773,7,80,2801266,1.40
20211217,1773,8,59,2674186,1.33
20211217,1773,9,123,8733734,4.36
20211217,1773,10,40,5661671,2.83
20211217,1773,11,34,9184014,4.59
20211217,1773,12,11,5537312,2.76
20211217,1773,13,7,4751874,2.37
20211217,1773,14,4,3499239,1.74
20211217,1773,15,15,129570409,64.78
20211217,1773,16,0,0,0.00
20211217,1773,17,9433,200000000,100.00
20211217,1775,1,0,0,0.00
20211217,1775,2,0,0,0.00
20211217,1775,3,0,0,0.00
20211217,1775,4,0,0,0.00
20211217,1775,5,0,0,0.00
20211217,1775,6,0,0,0.00
20211217,1775,7,0,0,0.00
20211217,1775,8,0,0,0.00
20211217,1775,9,0,0,0.00
20211217,1775,10,0,0,0.00
20211217,1775,11,0,0,0.00
20211217,1775,12,0,0,0.00
20211217,1775,13,0,0,0.00
20211217,1775,14,0,0,0.00
20211217,1775,15,1,88000000,100.00
20211217,1775,16,0,0,0.00
20211217,1775,17,1,88000000,100.00
20211217,1776,1,1856,68989,0.09
20211217,1776,2,1625,3280247,4.66
20211217,1776,3,241,1992691,2.83
20211217,1776,4,79,1018043,1.44
20211217,1776,5,70,1269084,1.80
20211217,1776,6,40,1042296,1.48
20211217,1776,7,28,944069,1.34
20211217,1776,8,31,1392718,1.98
20211217,1776,9,46,3298192,4.68
20211217,1776,10,24,3456928,4.91
20211217,1776,11,10,2634871,3.74
20211217,1776,12,9,4114407,5.84
20211217,1776,13,5,3659977,5.20
20211217,1776,14,5,4419751,6.28
20211217,1776,15,20,37743036,53.66
20211217,1776,16,0,0,0.00
20211217,1776,17,4089,70335299,100.00
20211217,1777,1,866,106654,0.26
20211217,1777,2,2246,4111858,10.26
20211217,1777,3,315,2220357,5.54
20211217,1777,4,101,1252193,3.12
20211217,1777,5,58,1044498,2.60
20211217,1777,6,58,1424381,3.55
20211217,1777,7,39,1356369,3.38
20211217,1777,8,7,315957,0.78
20211217,1777,9,23,1666278,4.15
20211217,1777,10,17,2246157,5.60
20211217,1777,11,6,1662218,4.14
20211217,1777,12,2,976922,2.43
20211217,1777,13,2,1330982,3.32
20211217,1777,14,1,838888,2.09
20211217,1777,15,5,19505838,48.69
20211217,1777,16,0,0,0.00
20211217,1777,17,3746,40059550,100.00
20211217,1780,1,214,63305,0.06
20211217,1780,2,575,1432696,1.50
20211217,1780,3,197,1596353,1.67
20211217,1780,4,69,867116,0.90
20211217,1780,5,45,829385,0.86
20211217,1780,6,53,1386976,1.45
20211217,1780,7,22,786676,0.82
20211217,1780,8,14,631707,0.66
20211217,1780,9,57,4084045,4.28
20211217,1780,10,33,4707274,4.93
20211217,1780,11,10,2794282,2.93
20211217,1780,12,12,6279419,6.58
20211217,1780,13,6,4090403,4.28
20211217,1780,14,4,3748166,3.93
20211217,1780,15,16,62053537,65.07
20211217,1780,16,0,0,0.00
20211217,1780,17,1327,95351340,100.00
20211217,1781,1,11560,90418,0.19
20211217,1781,2,4311,8781509,18.52
20211217,1781,3,556,4526270,9.54
20211217,1781,4,138,1843066,3.88
20211217,1781,5,128,2404797,5.07
20211217,1781,6,81,2077544,4.38
20211217,1781,7,36,1236102,2.60
20211217,1781,8,16,741035,1.56
20211217,1781,9,48,3580197,7.55
20211217,1781,10,16,2237455,4.71
20211217,1781,11,7,2202804,4.64
20211217,1781,12,4,2108029,4.44
20211217,1781,13,1,683138,1.44
20211217,1781,14,2,1727578,3.64
20211217,1781,15,7,13167663,27.77
20211217,1781,16,0,0,0.00
20211217,1781,17,16911,47407605,100.00
20211217,1783,1,12404,62375,0.08
20211217,1783,2,3153,6260316,8.13
20211217,1783,3,379,3072692,3.99
20211217,1783,4,123,1612644,2.09
20211217,1783,5,71,1324701,1.72
20211217,1783,6,56,1402017,1.82
20211217,1783,7,30,1091864,1.41
20211217,1783,8,23,1091846,1.41
20211217,1783,9,50,3591430,4.66
20211217,1783,10,26,4116522,5.34
20211217,1783,11,14,3565035,4.62
20211217,1783,12,7,3507263,4.55
20211217,1783,13,4,2752305,3.57
20211217,1783,14,1,857000,1.11
20211217,1783,15,9,42691225,55.44
20211217,1783,16,0,0,0.00
20211217,1783,17,16350,76999235,100.00
20211217,1784,1,12132,143356,0.28
20211217,1784,2,4369,8374388,16.87
20211217,1784,3,447,3558036,7.16
20211217,1784,4,146,1873420,3.77
20211217,1784,5,93,1698016,3.42
20211217,1784,6,88,2256316,4.54
20211217,1784,7,54,1946713,3.92
20211217,1784,8,31,1437518,2.89
20211217,1784,9,61,4442393,8.95
20211217,1784,10,28,3843800,7.74
20211217,1784,11,18,4750243,9.57
20211217,1784,12,6,2953641,5.95
20211217,1784,13,1,694137,1.39
20211217,1784,14,1,992916,2.00
20211217,1784,15,6,10662031,21.48
20211217,1784,16,0,0,0.00
20211217,1784,17,17481,49626924,100.00
20211217,1785,1,22604,3154144,0.53
20211217,1785,2,41884,84579715,14.28
20211217,1785,3,5994,46365964,7.83
20211217,1785,4,1856,23382271,3.95
20211217,1785,5,1113,20507346,3.46
20211217,1785,6,966,24194723,4.08
20211217,1785,7,484,17225402,2.91
20211217,1785,8,298,13727483,2.31
20211217,1785,9,547,39011676,6.59
20211217,1785,10,251,33889997,5.72
20211217,1785,11,104,28503739,4.81
20211217,1785,12,29,14004306,2.36
20211217,1785,13,26,18211577,3.07
20211217,1785,14,14,12440412,2.10
20211217,1785,15,45,212732488,35.93
20211217,1785,16,0,0,0.00
20211217,1785,17,76215,591931243,100.00
20211217,1786,1,16222,421308,0.63
20211217,1786,2,2939,5727519,8.65
20211217,1786,3,410,2836382,4.28
20211217,1786,4,178,2152450,3.25
20211217,1786,5,59,1036794,1.56
20211217,1786,6,86,2091053,3.15
20211217,1786,7,40,1390415,2.10
20211217,1786,8,24,1088337,1.64
20211217,1786,9,47,3364691,5.08
20211217,1786,10,30,4267259,6.44
20211217,1786,11,19,5073927,7.66
20211217,1786,12,8,4107369,6.20
20211217,1786,13,2,1515107,2.28
20211217,1786,14,2,1887561,2.85
20211217,1786,15,12,29230253,44.16
20211217,1786,16,0,0,0.00
20211217,1786,17,20078,66190425,100.00
20211217,1788,1,3328,626135,1.56
20211217,1788,2,3537,6299056,15.74
20211217,1788,3,309,2155738,5.38
20211217,1788,4,92,1122825,2.80
20211217,1788,5,35,607773,1.51
20211217,1788,6,28,676122,1.68
20211217,1788,7,21,731428,1.82
20211217,1788,8,9,410970,1.02
20211217,1788,9,24,1658180,4.14
20211217,1788,10,13,2071163,5.17
20211217,1788,11,13,3533133,8.83
20211217,1788,12,1,464731,1.16
20211217,1788,13,3,1912755,4.78
20211217,1788,14,1,822881,2.05
20211217,1788,15,8,16916986,42.28
20211217,1788,16,0,0,0.00
20211217,1788,17,7422,40009876,100.00
20211217,1789,1,7461,1301595,0.16
20211217,1789,2,16583,34717160,4.39
20211217,1789,3,3127,23394467,2.95
20211217,1789,4,1128,13875656,1.75
20211217,1789,5,574,10352875,1.30
20211217,1789,6,634,15695263,1.98
20211217,1789,7,273,9574891,1.21
20211217,1789,8,172,7849743,0.99
20211217,1789,9,300,21376423,2.70
20211217,1789,10,150,20627705,2.60
20211217,1789,11,64,17337506,2.19
20211217,1789,12,12,5600676,0.70
20211217,1789,13,8,5514370,0.69
20211217,1789,14,3,2635641,0.33
20211217,1789,15,20,600885251,75.99
20211217,1789,16,0,0,0.00
20211217,1789,17,30509,790739222,100.00
20211217,1794,1,31,11904,0.28
20211217,1794,2,68,139938,3.30
20211217,1794,3,11,73605,1.73
20211217,1794,4,6,72475,1.71
20211217,1794,5,3,51295,1.21
20211217,1794,6,5,123505,2.91
20211217,1794,7,4,140005,3.30
20211217,1794,8,2,87330,2.06
20211217,1794,9,3,194450,4.59
20211217,1794,10,2,211574,4.99
20211217,1794,11,2,615986,14.55
20211217,1794,12,1,423150,9.99
20211217,1794,13,1,605762,14.31
20211217,1794,14,0,0,0.00
20211217,1794,15,1,1481025,34.99
20211217,1794,16,0,0,0.00
20211217,1794,17,140,4232004,100.00
20211217,1795,1,5538,360693,0.13
20211217,1795,2,12051,22364724,8.51
20211217,1795,3,1182,9389147,3.57
20211217,1795,4,349,4506499,1.71
20211217,1795,5,211,3880403,1.47
20211217,1795,6,160,4089500,1.55
20211217,1795,7,82,2942003,1.11
20211217,1795,8,39,1818037,0.69
20211217,1795,9,90,6457478,2.45
20211217,1795,10,42,5946476,2.26
20211217,1795,11,39,11188442,4.25
20211217,1795,12,19,8775636,3.33
20211217,1795,13,2,1385000,0.52
20211217,1795,14,2,1730000,0.65
20211217,1795,15,16,177962274,67.71
20211217,1795,16,0,0,0.00
20211217,1795,17,19822,262796312,100.00
20211217,1796,1,5538,18740,0.04
20211217,1796,2,573,1235553,3.02
20211217,1796,3,89,707099,1.73
20211217,1796,4,52,666088,1.63
20211217,1796,5,28,521730,1.27
20211217,1796,6,42,1065876,2.61
20211217,1796,7,14,510322,1.25
20211217,1796,8,6,274750,0.67
20211217,1796,9,29,2146480,5.26
20211217,1796,10,21,3043695,7.46
20211217,1796,11,11,3154993,7.73
20211217,1796,12,9,4276668,10.48
20211217,1796,13,1,604955,1.48
20211217,1796,14,2,1796383,4.40
20211217,1796,15,7,20766059,50.91
20211217,1796,16,0,0,0.00
20211217,1796,17,6422,40789391,100.00
20211217,1799,1,2283,204360,0.12
20211217,1799,2,3433,7405397,4.53
20211217,1799,3,617,5053090,3.09
20211217,1799,4,197,2539624,1.55
20211217,1799,5,125,2346193,1.43
20211217,1799,6,119,3005589,1.83
20211217,1799,7,50,1783155,1.09
20211217,1799,8,36,1654362,1.01
20211217,1799,9,73,5214024,3.19
20211217,1799,10,42,5538346,3.38
20211217,1799,11,26,7063809,4.32
20211217,1799,12,4,1789000,1.09
20211217,1799,13,3,2175640,1.33
20211217,1799,14,1,930000,0.56
20211217,1799,15,7,116677089,71.41
20211217,1799,16,0,0,0.00
20211217,1799,17,7016,163379678,100.00
20211217,1802,1,16107,3348253,0.11
20211217,1802,2,57205,120035182,4.12
20211217,1802,3,8724,69602943,2.39
20211217,1802,4,2457,31797638,1.09
20211217,1802,5,1615,30232083,1.03
20211217,1802,6,1238,32077955,1.10
20211217,1802,7,589,21162770,0.72
20211217,1802,8,369,17354664,0.59
20211217,1802,9,625,45244459,1.55
20211217,1802,10,284,39912818,1.37
20211217,1802,11,147,42864115,1.47
20211217,1802,12,59,29061554,0.99
20211217,1802,13,28,19624010,0.67
20211217,1802,14,24,22003834,0.75
20211217,1802,15,117,2383738522,81.97
20211217,1802,16,0,0,0.00
20211217,1802,17,89588,2908060800,100.00
20211217,1805,1,7488,975047,0.97
20211217,1805,2,1775,3565239,3.55
20211217,1805,3,236,1891143,1.88
20211217,1805,4,56,728957,0.72
20211217,1805,5,72,1360980,1.35
20211217,1805,6,57,1457535,1.45
20211217,1805,7,29,1026129,1.02
20211217,1805,8,17,768859,0.76
20211217,1805,9,41,2844295,2.83
20211217,1805,10,22,3345088,3.33
20211217,1805,11,13,3394726,3.38
20211217,1805,12,1,551000,0.54
20211217,1805,13,0,0,0.00
20211217,1805,14,6,5328000,5.31
20211217,1805,15,19,73028402,72.83
20211217,1805,16,0,0,0.00
20211217,1805,17,9832,100265400,100.00
20211217,1806,1,17316,1878414,0.43
20211217,1806,2,11859,25388193,5.85
20211217,1806,3,2118,17461737,4.02
20211217,1806,4,584,7380855,1.70
20211217,1806,5,432,8201084,1.89
20211217,1806,6,341,8764738,2.02
20211217,1806,7,145,5233132,1.20
20211217,1806,8,114,5417840,1.24
20211217,1806,9,168,12495572,2.88
20211217,1806,10,69,9873130,2.27
20211217,1806,11,28,7519223,1.73
20211217,1806,12,17,8072233,1.86
20211217,1806,13,7,4948057,1.14
20211217,1806,14,6,5342000,1.23
20211217,1806,15,37,305805870,70.49
20211217,1806,16,0,0,0.00
20211217,1806,17,33241,433782078,100.00
20211217,1807,1,2921,1002734,0.86
20211217,1807,2,2799,6476440,5.56
20211217,1807,3,930,7355531,6.31
20211217,1807,4,249,3076149,2.64
20211217,1807,5,254,4798949,4.12
20211217,1807,6,189,4983901,4.28
20211217,1807,7,77,2895122,2.48
20211217,1807,8,93,4485485,3.85
20211217,1807,9,129,9752300,8.37
20211217,1807,10,79,12097369,10.39
20211217,1807,11,24,6414245,5.50
20211217,1807,12,9,4564832,3.92
20211217,1807,13,6,4100174,3.52
20211217,1807,14,2,1819458,1.56
20211217,1807,15,20,42601322,36.59
20211217,1807,16,0,0,0.00
20211217,1807,17,7781,116424011,100.00
20211217,1808,1,3673,823322,0.20
20211217,1808,2,3871,7643572,1.94
20211217,1808,3,721,4749704,1.21
20211217,1808,4,302,3681926,0.93
20211217,1808,5,102,1744837,0.44
20211217,1808,6,141,3422436,0.87
20211217,1808,7,59,2058211,0.52
20211217,1808,8,27,1208593,0.30
20211217,1808,9,82,5783323,1.47
20211217,1808,10,42,5998341,1.52
20211217,1808,11,25,7131619,1.81
20211217,1808,12,14,6865607,1.75
20211217,1808,13,7,4812259,1.22
20211217,1808,14,3,2897328,0.73
20211217,1808,15,46,333375559,85.00
20211217,1808,16,0,0,0.00
20211217,1808,17,9115,392196637,100.00
20211217,1809,1,6382,1626408,0.97
20211217,1809,2,8856,19303005,11.55
20211217,1809,3,1473,12217152,7.31
20211217,1809,4,329,4224912,2.52
20211217,1809,5,279,5274470,3.15
20211217,1809,6,187,4971023,2.97
20211217,1809,7,96,3451871,2.06
20211217,1809,8,49,2327232,1.39
20211217,1809,9,108,7926914,4.74
20211217,1809,10,42,6203842,3.71
20211217,1809,11,24,6605403,3.95
20211217,1809,12,6,2779948,1.66
20211217,1809,13,6,4115008,2.46
20211217,1809,14,4,3732094,2.23
20211217,1809,15,20,82282655,49.25
20211217,1809,16,0,0,0.00
20211217,1809,17,17861,167041937,100.00
20211217,1810,1,2732,1001283,0.27
20211217,1810,2,5577,13050935,3.52
20211217,1810,3,1174,9930064,2.68
20211217,1810,4,271,3538091,0.95
20211217,1810,5,283,5348411,1.44
20211217,1810,6,199,5232177,1.41
20211217,1810,7,94,3442938,0.93
20211217,1810,8,88,4204153,1.13
20211217,1810,9,139,10293923,2.78
20211217,1810,10,80,11880792,3.21
20211217,1810,11,51,14822517,4.00
20211217,1810,12,18,9161133,2.47
20211217,1810,13,18,12859042,3.47
20211217,1810,14,14,12487687,3.37
20211217,1810,15,60,252600464,68.29
20211217,1810,16,0,0,0.00
20211217,1810,17,10798,369853610,100.00
20211217,1813,1,1660,260941,0.55
20211217,1813,2,2698,5374164,11.52
20211217,1813,3,400,3268900,7.00
20211217,1813,4,111,1440591,3.08
20211217,1813,5,88,1636275,3.50
20211217,1813,6,64,1622786,3.47
20211217,1813,7,44,1528832,3.27
20211217,1813,8,22,983019,2.10
20211217,1813,9,53,3723588,7.98
20211217,1813,10,19,2565961,5.50
20211217,1813,11,19,5590719,11.98
20211217,1813,12,6,2936210,6.29
20211217,1813,13,3,2054454,4.40
20211217,1813,14,1,960338,2.05
20211217,1813,15,3,12688732,27.20
20211217,1813,16,0,0,0.00
20211217,1813,17,5191,46635510,100.00
20211217,1814,1,139,39914,0.19
20211217,1814,2,225,521934,2.61
20211217,1814,3,38,319178,1.59
20211217,1814,4,13,174339,0.87
20211217,1814,5,9,163188,0.81
20211217,1814,6,5,132060,0.66
20211217,1814,7,6,205367,1.02
20211217,1814,8,1,45000,0.22
20211217,1814,9,6,449375,2.24
20211217,1814,10,3,525006,2.62
20211217,1814,11,8,2246577,11.24
20211217,1814,12,3,1427462,7.14
20211217,1814,13,0,0,0.00
20211217,1814,14,2,1909254,9.55
20211217,1814,15,6,11820846,59.16
20211217,1814,16,0,0,0.00
20211217,1814,17,464,19979500,100.00
20211217,1815,1,26223,1329190,0.31
20211217,1815,2,26781,57938640,13.52
20211217,1815,3,5439,41943770,9.78
20211217,1815,4,1922,22943750,5.35
20211217,1815,5,1051,19361472,4.51
20211217,1815,6,968,23801887,5.55
20211217,1815,7,453,15814628,3.69
